id,postcode,name,incidents,x,y
541,6146,Tournefort,3,"7,181","43,929"
542,30028,Bagnols-sur-Cèze,1,"4,609","44,161"
543,93066,Saint-Denis,1,"2,358","48,919"
544,66136,Perpignan,1,"2,906","42,699"
545,60155,Cires-lès-Mello,2,"2,359","49,286"
546,64129,Billère,1,"-0,399","43,305"
547,93032,Gagny,1,"2,553","48,873"
548,19031,Brive-la-Gaillarde,1,"1,503","45,165"
549,75119,Paris 19e Arrondissement,1,"2,394","48,897"
550,3026,Besson,1,"3,279","46,461"
551,70315,Magnoncourt,3,"6,283","47,891"
552,44131,Pornic,1,"-2,131","47,114"
553,83129,Six-Fours-les-Plages,2,"5,842","43,093"
554,1196,Jayat,1,"5,123","46,361"
555,2B033,Bastia,1,"9,455","42,71"
556,44178,Saint-Mars-de-Coutais,1,"-1,716","47,113"
557,55578,Warcq,2,"5,658","49,191"
558,33249,Lormont,1,"-0,508","44,875"
559,59017,Armentières,1,"2,877","50,683"
560,72181,Le Mans,1,"0,19","48,008"
561,33006,Anglade,1,"-0,649","45,201"
562,54265,Houdemont,1,"6,182","48,643"
563,47052,Casteljaloux,1,"0,094","44,32"
564,75102,Paris 2e Arrondissement,1,"2,344","48,868"
565,38530,Vaulx-Milieu,1,"5,183","45,619"
566,75110,Paris 10e Arrondissement,1,"2,367","48,883"
567,25157,La Cluse-et-Mijoux,1,"6,374","46,868"
568,84007,Avignon,1,"4,844","43,944"
569,25056,Besançon,2,"5,979","47,225"
570,39078,Brevans,1,"5,518","47,106"
571,75108,Paris 8e Arrondissement,1,"2,31","48,865"
572,13103,Salon-de-Provence,3,"5,119","43,629"
573,73213,La Ravoire,2,"5,952","45,571"
574,49246,Les Ponts-de-Cé,1,"-0,531","47,438"
575,93055,Pantin,1,"2,411","48,885"
576,69142,La Mulatière,2,"4,818","45,723"
577,69387,Lyon 7e Arrondissement,1,"4,845","45,748"
578,38484,Serpaize,1,"4,935","45,551"
579,51454,Reims,1,"4,018","49,275"
580,75108,Paris 8e Arrondissement,1,"2,327","48,883"
581,59271,Grande-Synthe,1,"2,299","50,987"
582,54254,Haucourt-Moulaine,1,"5,804","49,499"
583,73008,Aix-les-Bains,1,"5,913","45,686"
584,64102,Bayonne,1,"-1,485","43,497"
585,49267,Saint-Barthélemy-d'Anjou,1,"-0,491","47,464"
586,6077,Lucéram,1,"7,357","43,881"
587,94081,Vitry-sur-Seine,1,"2,373","48,782"
588,92048,Meudon,1,"2,235","48,819"
589,51055,Bétheny,1,"4,062","49,286"
590,5119,Risoul,2,"6,625","44,635"
591,83126,La Seyne-sur-Mer,1,"5,893","43,101"
592,32258,Mirepoix,1,"0,675","43,743"
593,80164,Camon,1,"2,352","49,901"
594,60570,Saint-Crépin-Ibouvillers,1,"2,093","49,255"
595,33527,Le Teich,1,"-1,048","44,614"
596,69259,Vénissieux,1,"4,882","45,696"
597,75109,Paris 9e Arrondissement,1,"2,347","48,877"
598,2126,Brunehamel,1,"4,181","49,77"
599,75101,Paris 1er Arrondissement,3,"2,351","48,863"
600,94065,Rungis,1,"2,351","48,754"
601,6095,Peymeinade,1,"6,879","43,641"
602,4033,Ubaye-Serre-Ponçon,1,"6,239","44,458"
603,76474,Notre-Dame-de-Bondeville,1,"1,048","49,486"
604,70235,Flagy,1,"6,19","47,7"
605,93078,Villepinte,1,"2,552","48,967"
606,51380,Montmirail,1,"3,539","48,881"
607,11262,Narbonne,1,"2,989","43,188"
608,13214,Marseille 14e Arrondissement,2,"5,407","43,341"
609,31396,Nailloux,1,"1,597","43,358"
610,78423,Montigny-le-Bretonneux,1,"2,05","48,794"
611,57660,Stiring-Wendel,1,"6,934","49,199"
612,76758,Yvetot,1,"0,761","49,614"
613,69115,Limas,1,"4,717","45,973"
614,63113,Clermont-Ferrand,1,"3,101","45,759"
615,14060,Bénouville,1,"-0,279","49,248"
616,94017,Champigny-sur-Marne,1,"2,507","48,828"
617,33529,La Teste-de-Buch,1,"-1,158","44,646"
618,59444,Odomez,1,"3,529","50,456"
619,60036,Avrigny,1,"2,57","49,386"
620,91200,Dourdan,1,"2,008","48,523"
621,49092,Chemillé-en-Anjou,1,"-0,722","47,23"
622,64024,Anglet,1,"-1,499","43,486"
623,75102,Paris 2e Arrondissement,1,"2,332","48,871"
624,5159,Saléon,1,"5,797","44,314"
625,95351,Louvres,1,"2,485","49,038"
626,29233,Quimperlé,1,"-3,567","47,871"
627,92020,Châtillon,1,"2,286","48,807"
628,45232,Olivet,1,"1,877","47,84"
629,75114,Paris 14e Arrondissement,1,"2,308","48,824"
630,13210,Marseille 10e Arrondissement,1,"5,407","43,281"
631,11262,Narbonne,1,"3,008","43,183"
632,7324,Tournon-sur-Rhône,1,"4,837","45,061"
633,13215,Marseille 15e Arrondissement,1,"5,373","43,381"
634,69385,Lyon 5e Arrondissement,1,"4,789","45,764"
635,63075,Chamalières,1,"3,058","45,77"
636,92048,Meudon,1,"2,236","48,787"
637,64106,Béhasque-Lapiste,1,"-1,014","43,316"
638,44184,Saint-Nazaire,1,"-2,254","47,267"
639,43087,Dunières,1,"4,347","45,221"
640,92020,Châtillon,1,"2,288","48,804"
641,69094,Grézieu-la-Varenne,3,"4,681","45,754"
642,79190,Neuvy-Bouin,1,"-0,469","46,683"
643,77141,Coutevroult,2,"2,84","48,856"
644,12174,Olemps,1,"2,558","44,325"
645,37261,Tours,1,"0,703","47,41"
646,75120,Paris 20e Arrondissement,1,"2,394","48,875"
647,81163,Mazamet,1,"2,378","43,507"
648,33281,Mérignac,1,"-0,679","44,833"
649,69142,La Mulatière,2,"4,811","45,721"
650,75113,Paris 13e Arrondissement,6,"2,344","48,831"
651,72095,Coulaines,1,"0,21","48,03"
652,63193,Lempdes,4,"3,21","45,774"
653,56185,Quéven,1,"-3,378","47,771"
654,64129,Billère,1,"-0,391","43,305"
655,92023,Clamart,1,"2,251","48,785"
656,5170,Tallard,1,"6,055","44,461"
657,76157,Canteleu,2,"1,02","49,448"
658,11262,Narbonne,1,"3,009","43,186"
659,29019,Brest,1,"-4,455","48,401"
660,86145,Marçay,3,"0,269","46,473"
661,83069,Hyères,1,"6,126","43,118"
662,13211,Marseille 11e Arrondissement,1,"5,436","43,287"
663,75113,Paris 13e Arrondissement,1,"2,373","48,823"
664,11069,Carcassonne,2,"2,336","43,223"
665,17306,Royan,1,"-1,013","45,616"
666,75116,Paris 16e Arrondissement,1,"2,295","48,872"
667,75114,Paris 14e Arrondissement,1,"2,33","48,822"
668,34094,Espondeilhan,1,"3,25","43,428"
669,33063,Bordeaux,1,"-0,552","44,899"
670,25147,Chemaudin et Vaux,1,"5,896","47,235"
671,51318,Lavannes,1,"4,151","49,315"
672,66136,Perpignan,1,"2,878","42,699"
673,93047,Montfermeil,1,"2,563","48,899"
674,74272,Sillingy,1,"6,06","45,943"
675,66149,Prades,1,"2,421","42,617"
676,75110,Paris 10e Arrondissement,1,"2,365","48,881"
677,63113,Clermont-Ferrand,1,"3,085","45,775"
678,92040,Issy-les-Moulineaux,1,"2,255","48,817"
679,59431,Nieppe,1,"2,854","50,696"
680,67482,Strasbourg,1,"7,77","48,53"
681,22278,Saint-Brieuc,1,"-2,758","48,511"
682,64024,Anglet,1,"-1,499","43,464"
683,75119,Paris 19e Arrondissement,1,"2,372","48,895"
684,3321,Yzeure,1,"3,341","46,579"
685,54578,Villers-lès-Nancy,1,"6,158","48,67"
686,48095,Mende,1,"3,486","44,526"
687,33281,Mérignac,2,"-0,619","44,826"
688,60575,Sainte-Geneviève,1,"2,208","49,285"
689,76115,Bolleville,1,"0,583","49,594"
690,92026,Courbevoie,1,"2,241","48,896"
691,22026,Calorguen,1,"-2,042","48,405"
692,75120,Paris 20e Arrondissement,1,"2,377","48,872"
693,66072,Estavar,1,"2,004","42,485"
694,94044,Limeil-Brévannes,2,"2,495","48,739"
695,57559,Puzieux,2,"6,358","48,897"
696,69266,Villeurbanne,1,"4,891","45,774"
697,83123,Sanary-sur-Mer,1,"5,822","43,123"
698,95539,Saint-Brice-sous-Forêt,3,"2,359","49,003"
699,34333,Vic-la-Gardiole,1,"3,77","43,474"
700,35024,Betton,1,"-1,646","48,183"
701,56260,Vannes,1,"-2,76","47,656"
702,92019,Châtenay-Malabry,1,"2,245","48,766"
703,91027,Athis-Mons,1,"2,372","48,709"
704,29247,Saint-Évarzec,2,"-4,006","47,977"
705,83090,Ollioules,3,"5,857","43,135"
706,13211,Marseille 11e Arrondissement,1,"5,435","43,287"
707,49086,Terranjou,5,"-0,431","47,232"
708,93048,Montreuil,1,"2,467","48,864"
709,95607,Taverny,1,"2,2","49,027"
710,41127,La Marolle-en-Sologne,1,"1,783","47,577"
711,75110,Paris 10e Arrondissement,1,"2,368","48,869"
712,83062,La Garde,2,"6,008","43,125"
713,7042,Bourg-Saint-Andéol,1,"4,646","44,403"
714,56206,Saint-Avé,1,"-2,78","47,699"
715,63070,Ceyrat,1,"3,065","45,746"
716,72158,Lavaré,1,"0,685","48,053"
717,14738,Verson,1,"-0,463","49,152"
718,83132,Solliès-Ville,1,"6,049","43,174"
719,19274,Ussac,1,"1,491","45,188"
720,30032,Beaucaire,1,"4,63","43,793"
721,13054,Marignane,1,"5,217","43,415"
722,59512,Roubaix,1,"3,204","50,686"
723,92020,Châtillon,1,"2,295","48,808"
724,60189,Cuts,1,"3,101","49,531"
725,4116,Les Mées,1,"5,942","44,003"
726,8105,Charleville-Mézières,1,"4,724","49,754"
727,9264,Saint-Jean-de-Verges,1,"1,617","43,031"
728,33162,Eysines,1,"-0,646","44,862"
729,92004,Asnières-sur-Seine,1,"2,288","48,905"
730,92023,Clamart,1,"2,259","48,788"
731,75116,Paris 16e Arrondissement,2,"2,285","48,873"
732,1451,Viriat,1,"5,229","46,281"
733,54395,Nancy,1,"6,167","48,696"
734,49332,La Séguinière,1,"-0,945","47,075"
735,93014,Clichy-sous-Bois,2,"2,542","48,912"
736,62895,Wingles,2,"2,845","50,496"
737,92002,Antony,2,"2,303","48,763"
738,33063,Bordeaux,1,"-0,588","44,847"
739,35278,Saint-Grégoire,1,"-1,674","48,142"
740,91521,Ris-Orangis,1,"2,407","48,631"
741,59370,Mairieux,1,"3,988","50,316"
742,13205,Marseille 5e Arrondissement,1,"5,4","43,29"
743,56243,Séné,1,"-2,713","47,649"
744,45234,Orléans,1,"1,934","47,916"
745,52448,Saint-Dizier,1,"4,908","48,641"
746,76351,Le Havre,1,"0,162","49,483"
747,89415,Thory,1,"3,917","47,589"
748,13213,Marseille 13e Arrondissement,1,"5,41","43,336"
749,75102,Paris 2e Arrondissement,1,"2,353","48,866"
750,93006,Bagnolet,1,"2,417","48,864"
751,27448,Pacy-sur-Eure,2,"1,387","49,017"
752,92036,Gennevilliers,2,"2,285","48,93"
753,11397,Trèbes,1,"2,473","43,203"
754,49007,Angers,1,"-0,536","47,452"
755,75108,Paris 8e Arrondissement,2,"2,308","48,877"
756,51454,Reims,1,"4,053","49,241"
757,87114,Panazol,1,"1,308","45,838"
758,54184,Essey-lès-Nancy,1,"6,244","48,708"
759,83011,Bargemon,1,"6,576","43,631"
760,92060,Le Plessis-Robinson,1,"2,252","48,773"
761,94021,Chevilly-Larue,1,"2,36","48,761"
762,64024,Anglet,1,"-1,497","43,494"
763,25056,Besançon,1,"5,986","47,23"
764,13117,Vitrolles,1,"5,256","43,436"
765,87111,Oradour-sur-Vayres,1,"0,894","45,764"
766,54395,Nancy,1,"6,164","48,671"
767,92009,Bois-Colombes,1,"2,273","48,914"
768,92049,Montrouge,1,"2,326","48,817"
769,61168,La Ferté Macé,1,"-0,365","48,588"
770,89438,Venoy,1,"3,668","47,803"
771,30170,Molières-Cavaillac,1,"3,547","43,97"
772,85092,Fontenay-le-Comte,1,"-0,804","46,462"
773,13106,Septèmes-les-Vallons,1,"5,351","43,391"
774,92064,Saint-Cloud,1,"2,22","48,852"
775,69389,Lyon 9e Arrondissement,1,"4,801","45,784"
776,63214,Les Martres-de-Veyre,1,"3,191","45,691"
777,78227,Évecquemont,1,"1,952","49,019"
778,93051,Noisy-le-Grand,4,"2,541","48,836"
779,74010,Annecy,2,"6,088","45,894"
780,2B143,Linguizzetta,2,"9,535","42,202"
781,34032,Béziers,2,"3,207","43,337"
782,93072,Stains,1,"2,378","48,969"
783,75104,Paris 4e Arrondissement,1,"2,353","48,86"
784,63269,Parent,1,"3,225","45,631"
785,45004,Amilly,2,"2,734","47,971"
786,59421,Mouvaux,1,"3,129","50,712"
787,75109,Paris 9e Arrondissement,2,"2,327","48,87"
788,92062,Puteaux,1,"2,244","48,886"
789,27301,Grossœuvre,2,"1,201","48,955"
790,69387,Lyon 7e Arrondissement,1,"4,842","45,754"
791,88412,Saint-Benoît-la-Chipotte,1,"6,771","48,37"
792,67263,Lembach,1,"7,819","49,006"
793,6088,Nice,1,"7,189","43,728"
794,35051,Cesson-Sévigné,1,"-1,627","48,141"
795,33307,Noaillan,1,"-0,39","44,493"
796,44109,Nantes,1,"-1,54","47,207"
797,14520,Le Pré-d'Auge,1,"0,146","49,135"
798,54350,Marainviller,2,"6,615","48,596"
799,63113,Clermont-Ferrand,1,"3,116","45,793"
800,95641,Vémars,1,"2,552","49,07"
801,76558,Saint-Aubin-Celloville,5,"1,172","49,394"
802,93051,Noisy-le-Grand,1,"2,565","48,849"
803,36239,Vigoux,1,"1,499","46,479"
804,92050,Nanterre,1,"2,223","48,918"
805,90090,Saint-Dizier-l'Évêque,2,"6,962","47,471"
806,36044,Châteauroux,1,"1,685","46,815"
807,82056,Espinas,1,"1,756","44,188"
808,13204,Marseille 4e Arrondissement,1,"5,4","43,307"
809,92073,Suresnes,1,"2,207","48,865"
810,60612,Senlis,2,"2,588","49,208"
811,75115,Paris 15e Arrondissement,1,"2,293","48,847"
812,31044,Balma,1,"1,504","43,611"
813,75107,Paris 7e Arrondissement,1,"2,309","48,862"
814,18167,Nohant-en-Graçay,2,"1,931","47,116"
815,51454,Reims,1,"4,04","49,258"
816,69199,Saint-Fons,2,"4,847","45,686"
817,42338,Vougy,1,"4,105","46,08"
818,59350,Lille,1,"3,078","50,624"
819,75115,Paris 15e Arrondissement,1,"2,289","48,838"
820,93066,Saint-Denis,1,"2,352","48,927"
821,41106,Lamotte-Beuvron,1,"2,023","47,602"
822,75117,Paris 17e Arrondissement,1,"2,304","48,893"
823,25601,Vercel-Villedieu-le-Camp,2,"6,385","47,17"
824,1185,Plateau d'Hauteville,1,"5,598","45,992"
825,62889,Wierre-Effroy,1,"1,744","50,79"
826,25149,Chenecey-Buillon,1,"5,979","47,128"
827,77145,Crisenoy,2,"2,726","48,592"
828,64445,Pau,1,"-0,36","43,321"
829,59350,Lille,1,"3,057","50,635"
830,84007,Avignon,1,"4,842","43,94"
831,75110,Paris 10e Arrondissement,1,"2,364","48,868"
832,33529,La Teste-de-Buch,1,"-1,127","44,616"
833,68154,Illzach,2,"7,345","47,787"
834,69256,Vaulx-en-Velin,1,"4,93","45,766"
835,71117,Châtenoy-en-Bresse,2,"4,911","46,786"
836,13077,Port-de-Bouc,3,"5,004","43,414"
837,93053,Noisy-le-Sec,1,"2,472","48,888"
838,60414,Montataire,7,"2,452","49,252"
839,33063,Bordeaux,1,"-0,567","44,87"
840,19274,Ussac,2,"1,495","45,193"
841,22187,Plérin,2,"-2,758","48,534"
842,75107,Paris 7e Arrondissement,1,"2,31","48,862"
843,77251,Lieusaint,1,"2,565","48,614"
844,83129,Six-Fours-les-Plages,1,"5,822","43,102"
845,30224,La Rouvière,1,"4,232","43,928"
846,94011,Bonneuil-sur-Marne,1,"2,486","48,759"
847,60686,Villers-sous-Saint-Leu,4,"2,392","49,206"
848,65440,Tarbes,1,"0,042","43,238"
849,33529,La Teste-de-Buch,1,"-1,152","44,538"
850,25370,Mathay,1,"6,764","47,437"
851,13215,Marseille 15e Arrondissement,1,"5,354","43,351"
852,83062,La Garde,2,"6,032","43,144"
853,83124,Seillans,1,"6,653","43,611"
854,69266,Villeurbanne,3,"4,901","45,76"
855,6088,Nice,1,"7,201","43,672"
856,33143,Cubzac-les-Ponts,1,"-0,45","44,957"
857,35238,Rennes,1,"-1,691","48,111"
858,59163,Croix,1,"3,149","50,675"
859,62724,Rouvroy,1,"2,923","50,403"
860,93062,Le Raincy,1,"2,529","48,9"
861,75111,Paris 11e Arrondissement,2,"2,387","48,855"
862,25462,Pontarlier,2,"6,34","46,908"
863,63113,Clermont-Ferrand,4,"3,119","45,788"
864,75110,Paris 10e Arrondissement,2,"2,355","48,87"
865,54557,Bois-de-Haye,1,"6,064","48,693"
866,94017,Champigny-sur-Marne,1,"2,52","48,826"
867,75108,Paris 8e Arrondissement,1,"2,301","48,865"
868,1451,Viriat,2,"5,215","46,273"
869,93027,La Courneuve,1,"2,403","48,928"
870,64422,Oloron-Sainte-Marie,1,"-0,626","43,187"
871,78090,Bouafle,1,"1,89","48,97"
872,21576,Saint-Thibault,1,"4,472","47,37"
873,11262,Narbonne,1,"3,012","43,208"
874,76481,Octeville-sur-Mer,1,"0,108","49,531"
875,6004,Antibes,1,"7,117","43,579"
876,93078,Villepinte,1,"2,521","48,964"
877,76222,Duclair,3,"0,875","49,491"
878,69086,Fleurieux-sur-l'Arbresle,2,"4,652","45,854"
879,74048,Brenthonne,4,"6,398","46,276"
880,50219,Gratot,1,"-1,484","49,055"
881,93027,La Courneuve,1,"2,396","48,925"
882,78297,Guyancourt,1,"2,063","48,788"
883,13001,Aix-en-Provence,1,"5,43","43,55"
884,25056,Besançon,1,"6,053","47,227"
885,27232,Farceaux,1,"1,54","49,29"
886,66136,Perpignan,1,"2,902","42,705"
887,28023,Bailleau-Armenonville,1,"1,678","48,511"
888,93077,Villemomble,1,"2,505","48,892"
889,13001,Aix-en-Provence,1,"5,366","43,602"
890,56185,Quéven,1,"-3,378","47,771"
891,71009,Anost,1,"4,097","47,065"
892,77053,Brie-Comte-Robert,1,"2,609","48,677"
893,95306,Herblay-sur-Seine,1,"2,172","49,001"
894,29038,Commana,2,"-3,951","48,405"
895,91689,Wissous,1,"2,327","48,748"
896,59022,Attiches,1,"3,073","50,499"
897,35238,Rennes,1,"-1,655","48,11"
898,51531,Sermaize-les-Bains,1,"4,896","48,779"
899,15012,Arpajon-sur-Cère,1,"2,453","44,905"
900,75105,Paris 5e Arrondissement,1,"2,343","48,85"
901,21638,Til-Châtel,1,"5,198","47,552"
902,93071,Sevran,1,"2,534","48,935"
903,34256,Saint-Geniès-des-Mourgues,1,"4,059","43,692"
904,51230,Épernay,1,"3,958","49,027"
905,33522,Talence,1,"-0,598","44,803"
906,87019,Boisseuil,1,"1,34","45,747"
907,30225,Sabran,1,"4,57","44,169"
908,64284,Jurançon,2,"-0,387","43,293"
909,91434,Morsang-sur-Orge,1,"2,351","48,652"
910,42187,Roanne,2,"4,067","46,03"
911,59560,Seclin,1,"3,028","50,537"
912,44035,La Chapelle-sur-Erdre,3,"-1,54","47,256"
913,76167,Cauville-sur-Mer,1,"0,17","49,612"
914,60533,Ressons-sur-Matz,5,"2,724","49,531"
915,19036,Chamberet,1,"1,707","45,618"
916,54395,Nancy,1,"6,196","48,685"
917,14371,Livarot-Pays-d'Auge,1,"0,238","48,991"
918,35308,Mesnil-Roc'h,1,"-1,929","48,447"
919,75107,Paris 7e Arrondissement,1,"2,324","48,851"
920,56121,Lorient,1,"-3,373","47,741"
921,52246,Humes-Jorquenay,1,"5,304","47,902"
922,11069,Carcassonne,2,"2,367","43,236"
923,64122,Biarritz,1,"-1,566","43,482"
924,77083,Champs-sur-Marne,1,"2,578","48,848"
925,92025,Colombes,1,"2,229","48,915"
926,66136,Perpignan,1,"2,907","42,687"
927,13209,Marseille 9e Arrondissement,1,"5,401","43,249"
928,53218,Sainte-Gemmes-le-Robert,1,"-0,386","48,181"
929,93048,Montreuil,1,"2,448","48,853"
930,75116,Paris 16e Arrondissement,1,"2,264","48,84"
931,13063,Miramas,2,"5,001","43,58"
932,62219,Caumont,1,"2,019","50,3"
933,69149,Oullins,1,"4,812","45,717"
934,75119,Paris 19e Arrondissement,1,"2,382","48,879"
935,95280,Goussainville,6,"2,464","49,029"
936,13005,Aubagne,1,"5,584","43,28"
937,93010,Bondy,1,"2,471","48,901"
938,83126,La Seyne-sur-Mer,1,"5,889","43,101"
939,21054,Beaune,1,"4,864","47,008"
940,75106,Paris 6e Arrondissement,1,"2,325","48,846"
941,91136,Champlan,1,"2,287","48,71"
942,63113,Clermont-Ferrand,1,"3,109","45,81"
943,63181,Jozerand,1,"3,118","46,022"
944,13208,Marseille 8e Arrondissement,5,"5,374","43,247"
945,94079,Villiers-sur-Marne,1,"2,537","48,835"
946,92044,Levallois-Perret,2,"2,289","48,889"
947,75104,Paris 4e Arrondissement,1,"2,366","48,847"
948,21231,Dijon,1,"5,067","47,329"
949,93005,Aulnay-sous-Bois,1,"2,467","48,962"
950,59170,Dechy,3,"3,148","50,362"
951,69388,Lyon 8e Arrondissement,1,"4,87","45,73"
952,34164,Montaud,1,"3,965","43,747"
953,76456,Motteville,1,"0,847","49,647"
954,2738,Tergnier,1,"3,304","49,657"
955,2B120,Furiani,1,"9,444","42,659"
956,94017,Champigny-sur-Marne,1,"2,511","48,82"
957,33009,Arcachon,1,"-1,164","44,653"
958,18050,La Chapelle-Saint-Ursin,1,"2,34","47,06"
959,35238,Rennes,2,"-1,708","48,132"
960,60277,Goincourt,1,"2,045","49,428"
961,52017,Arc-en-Barrois,1,"5,039","47,929"
962,10321,La Rivière-de-Corps,1,"4,029","48,291"
963,40184,Mimizan,1,"-1,235","44,195"
964,33051,Biganos,1,"-0,953","44,641"
965,11069,Carcassonne,1,"2,348","43,199"
966,35245,Romillé,1,"-1,889","48,218"
967,33065,Bouliac,1,"-0,522","44,811"
968,34095,Fabrègues,1,"3,793","43,545"
969,62041,Arras,1,"2,758","50,291"
970,4112,Manosque,1,"5,8","43,827"
971,69264,Villefranche-sur-Saône,2,"4,718","45,995"
972,28134,Dreux,1,"1,36","48,732"
973,81004,Albi,1,"2,16","43,944"
974,91657,Vigneux-sur-Seine,1,"2,419","48,7"
975,29193,Plougourvest,3,"-4,056","48,568"
976,87085,Limoges,1,"1,269","45,833"
977,33318,Pessac,2,"-0,649","44,806"
978,63302,La Roche-Blanche,3,"3,151","45,714"
979,91377,Massy,1,"2,256","48,732"
980,69256,Vaulx-en-Velin,1,"4,931","45,796"
981,13207,Marseille 7e Arrondissement,1,"5,372","43,291"
982,77468,Torcy,1,"2,649","48,844"
983,59599,Tourcoing,1,"3,162","50,734"
984,50074,Brécey,2,"-1,145","48,738"
985,92036,Gennevilliers,2,"2,284","48,946"
986,45234,Orléans,3,"1,941","47,846"
987,63014,Aubière,1,"3,114","45,759"
988,75110,Paris 10e Arrondissement,1,"2,363","48,879"
989,49099,Cholet,1,"-0,869","47,049"
990,1181,Groissiat,1,"5,618","46,234"
991,63113,Clermont-Ferrand,1,"3,1","45,774"
992,52095,Chalvraines,1,"5,49","48,215"
993,88064,Bois-de-Champ,2,"6,777","48,25"
994,4116,Les Mées,1,"6,02","44,046"
995,57111,Bronvaux,1,"6,093","49,194"
996,54395,Nancy,1,"6,197","48,693"
997,6088,Nice,1,"7,288","43,711"
998,93051,Noisy-le-Grand,1,"2,571","48,829"
999,56244,Sérent,1,"-2,46","47,856"
1000,92036,Gennevilliers,2,"2,293","48,941"
1001,80076,Béhen,1,"1,772","50,051"
1002,92064,Saint-Cloud,1,"2,213","48,852"
1003,62250,Courrières,1,"2,962","50,447"
1004,2B033,Bastia,1,"9,449","42,703"
1005,45089,Chécy,3,"2,033","47,902"
1006,44055,La Baule-Escoublac,1,"-2,381","47,28"
1007,13015,Bouc-Bel-Air,1,"5,386","43,428"
1008,2B009,Aléria,5,"9,485","42,082"
1009,2443,Lucy-le-Bocage,1,"3,278","49,044"
1010,93066,Saint-Denis,1,"2,368","48,94"
1011,94028,Créteil,1,"2,468","48,788"
1012,43157,Le Puy-en-Velay,1,"3,899","45,051"
1013,59183,Dunkerque,1,"2,359","51,024"
1014,22375,Tressignaux,3,"-2,96","48,61"
1015,77186,Fontainebleau,7,"2,633","48,448"
1016,42095,Firminy,1,"4,277","45,38"
1017,87085,Limoges,3,"1,184","45,84"
1018,89469,Perceneige,1,"3,365","48,367"
1019,78440,Les Mureaux,1,"1,912","48,981"
1020,36044,Châteauroux,1,"1,7","46,803"
1021,73227,Courchevel,1,"6,625","45,434"
1022,77337,Noisiel,1,"2,615","48,845"
1023,93047,Montfermeil,1,"2,576","48,895"
1024,49307,Loire-Authion,1,"-0,312","47,413"
1025,67073,Châtenois,1,"7,356","48,3"
1026,93064,Rosny-sous-Bois,1,"2,487","48,866"
1027,33522,Talence,1,"-0,592","44,796"
1028,92002,Antony,1,"2,308","48,752"
1029,78208,Élancourt,1,"1,955","48,785"
1030,93077,Villemomble,1,"2,502","48,898"
1031,68201,Masevaux-Niederbruck,1,7,"47,776"
1032,75103,Paris 3e Arrondissement,1,"2,358","48,865"
1033,85191,La Roche-sur-Yon,1,"-1,435","46,648"
1034,83031,Le Cannet-des-Maures,1,"6,359","43,401"
1035,50502,Saint-Lô,1,"-1,085","49,111"
1036,32032,Bassoues,2,"0,251","43,579"
1037,13075,Plan-de-Cuques,2,"5,46","43,343"
1038,51454,Reims,1,"4,004","49,291"
1039,60157,Clermont,1,"2,419","49,385"
1040,68320,Spechbach,3,"7,221","47,694"
1041,54323,Longwy,1,"5,749","49,518"
1042,13211,Marseille 11e Arrondissement,1,"5,489","43,295"
1043,91286,Grigny,2,"2,381","48,649"
1044,17200,Lagord,2,"-1,152","46,183"
1045,35238,Rennes,1,"-1,703","48,127"
1046,93029,Drancy,1,"2,44","48,92"
1047,93072,Stains,1,"2,381","48,949"
1048,93055,Pantin,1,"2,399","48,894"
1049,13071,Les Pennes-Mirabeau,2,"5,288","43,408"
1050,6151,Utelle,2,"7,189","43,889"
1051,54580,Villerupt,1,"5,93","49,471"
1052,64102,Bayonne,3,"-1,477","43,484"
1053,74013,Thonon-les-Bains,1,"6,448","46,347"
1054,92025,Colombes,1,"2,249","48,922"
1055,76217,Dieppe,1,"1,116","49,922"
1056,74010,Annecy,1,"6,099","45,884"
1057,30007,Alès,1,"4,078","44,134"
1058,85096,La Garnache,1,"-1,835","46,89"
1059,67482,Strasbourg,1,"7,767","48,574"
1060,75116,Paris 16e Arrondissement,1,"2,274","48,847"
1061,92036,Gennevilliers,2,"2,286","48,944"
1062,51454,Reims,1,"4,034","49,257"
1063,10035,Bayel,1,"4,754","48,208"
1064,78138,Chanteloup-les-Vignes,1,"2,032","48,97"
1065,75108,Paris 8e Arrondissement,1,"2,311","48,873"
1066,92036,Gennevilliers,1,"2,271","48,934"
1067,37047,Cerelles,1,"0,66","47,493"
1068,14220,Deauville,1,"0,071","49,357"
1069,91617,Tigery,1,"2,537","48,634"
1070,75111,Paris 11e Arrondissement,1,"2,383","48,85"
1071,38004,L'Albenc,1,"5,473","45,213"
1072,29051,Ergué-Gabéric,1,"-4,014","48,012"
1073,60057,Beauvais,1,"2,103","49,44"
1074,33397,Sainte-Eulalie,1,"-0,485","44,912"
1075,94004,Boissy-Saint-Léger,1,"2,506","48,754"
1076,75107,Paris 7e Arrondissement,1,"2,293","48,859"
1077,75111,Paris 11e Arrondissement,1,"2,385","48,862"
1078,92007,Bagneux,1,"2,308","48,811"
1079,93048,Montreuil,1,"2,454","48,873"
1080,77379,Provins,1,"3,307","48,547"
1081,25056,Besançon,1,"6,014","47,247"
1082,35238,Rennes,1,"-1,688","48,12"
1083,37122,Joué-lès-Tours,1,"0,665","47,349"
1084,76540,Rouen,1,"1,085","49,444"
1085,63113,Clermont-Ferrand,1,"3,132","45,761"
1086,94022,Choisy-le-Roi,1,"2,42","48,777"
