id,postcode,name,incidents,x,y
1611,59571,Solesmes,1,"3,499","50,193"
1612,77306,Montereau-sur-le-Jard,1,"2,69","48,587"
1613,59183,Dunkerque,1,"2,406","51,038"
1614,69029,Bron,1,"4,932","45,735"
1615,94076,Villejuif,1,"2,369","48,793"
1616,85135,Mareuil-sur-Lay-Dissais,1,"-1,235","46,537"
1617,92025,Colombes,1,"2,257","48,934"
1618,1014,Arbent,2,"5,663","46,284"
1619,76217,Dieppe,1,"1,077","49,926"
1620,59244,Fontaine-Notre-Dame,1,"3,162","50,167"
1621,87061,Droux,1,"1,197","46,184"
1622,80011,Ailly-sur-Somme,1,"2,197","49,929"
1623,35238,Rennes,1,"-1,676","48,089"
1624,87085,Limoges,1,"1,252","45,852"
1625,41018,Blois,1,"1,311","47,568"
1626,85191,La Roche-sur-Yon,1,"-1,414","46,689"
1627,75108,Paris 8e Arrondissement,2,"2,313","48,88"
1628,74275,Talloires-Montmin,1,"6,212","45,845"
1629,60517,Puiseux-le-Hauberger,1,"2,233","49,209"
1630,30259,Saint-Hilaire-de-Brethmas,2,"4,117","44,108"
1631,49246,Les Ponts-de-Cé,1,"-0,51","47,448"
1632,75116,Paris 16e Arrondissement,1,"2,265","48,863"
1633,34103,Fontès,2,"3,382","43,539"
1634,75115,Paris 15e Arrondissement,1,"2,28","48,838"
1635,69266,Villeurbanne,1,"4,861","45,786"
1636,13037,La Fare-les-Oliviers,1,"5,227","43,55"
1637,92051,Neuilly-sur-Seine,1,"2,253","48,882"
1638,92026,Courbevoie,1,"2,252","48,897"
1639,57463,Metz,1,"6,242","49,12"
1640,75112,Paris 12e Arrondissement,4,"2,464","48,825"
1641,51109,Châlons-sur-Vesle,1,"3,918","49,289"
1642,92026,Courbevoie,1,"2,255","48,903"
1643,94054,Orly,1,"2,389","48,745"
1644,6078,Malaussène,1,"7,171","43,917"
1645,93072,Stains,1,"2,386","48,949"
1646,69266,Villeurbanne,3,"4,898","45,786"
1647,92078,Villeneuve-la-Garenne,2,"2,324","48,938"
1648,94042,Joinville-le-Pont,1,"2,478","48,82"
1649,72181,Le Mans,1,"0,192","48,003"
1650,93008,Bobigny,1,"2,449","48,908"
1651,24064,Brantôme en Périgord,1,"0,653","45,365"
1652,75111,Paris 11e Arrondissement,1,"2,394","48,851"
1653,92025,Colombes,1,"2,253","48,919"
1654,34172,Montpellier,1,"3,868","43,601"
1655,72181,Le Mans,2,"0,186","48,017"
1656,28085,Chartres,1,"1,475","48,44"
1657,85051,Chantonnay,1,"-1,052","46,69"
1658,77237,Jossigny,1,"2,767","48,849"
1659,91114,Brunoy,1,"2,493","48,701"
1660,17332,Saint-Georges-Antignac,1,"-0,455","45,505"
1661,75113,Paris 13e Arrondissement,1,"2,357","48,827"
1662,44190,Saint-Sébastien-sur-Loire,1,"-1,524","47,191"
1663,92004,Asnières-sur-Seine,1,"2,293","48,908"
1664,75117,Paris 17e Arrondissement,1,"2,31","48,897"
1665,62755,Saint-Léonard,1,"1,614","50,704"
1666,59350,Lille,1,"3,057","50,63"
1667,9122,Foix,1,"1,603","42,956"
1668,50101,Carneville,1,"-1,438","49,647"
1669,64335,Lescar,1,"-0,443","43,352"
1670,13209,Marseille 9e Arrondissement,1,"5,427","43,245"
1671,83150,Vinon-sur-Verdon,1,"5,792","43,739"
1672,39209,Val-d'Épy,1,"5,385","46,368"
1673,57599,Roupeldange,1,"6,472","49,208"
1674,38185,Grenoble,1,"5,721","45,16"
1675,94017,Champigny-sur-Marne,1,"2,517","48,812"
1676,75118,Paris 18e Arrondissement,1,"2,367","48,901"
1677,32290,Montréal,1,"0,167","43,91"
1678,91345,Longjumeau,2,"2,291","48,698"
1679,63113,Clermont-Ferrand,2,"3,082","45,769"
1680,74065,Chaumont,1,"5,97","46,035"
1681,33013,Artigues-près-Bordeaux,1,"-0,5","44,843"
1682,63113,Clermont-Ferrand,1,"3,073","45,782"
1683,32013,Auch,1,"0,636","43,66"
1684,6079,Mandelieu-la-Napoule,1,"6,939","43,549"
1685,43205,Saint-Just-Malmont,1,"4,31","45,359"
1686,28403,Ver-lès-Chartres,1,"1,491","48,385"
1687,37026,Betz-le-Château,3,"0,967","46,98"
1688,17465,La Vergne,4,"-0,554","45,964"
1689,75113,Paris 13e Arrondissement,1,"2,348","48,82"
1690,14424,Le Mesnil-Robert,3,"-0,973","48,884"
1691,76497,Petit-Couronne,2,"1,054","49,387"
1692,12096,Espalion,1,"2,759","44,527"
1693,67482,Strasbourg,1,"7,763","48,599"
1694,29232,Quimper,1,"-4,094","47,993"
1695,94075,Villecresnes,2,"2,52","48,734"
1696,83129,Six-Fours-les-Plages,1,"5,84","43,108"
1697,59525,Sains-du-Nord,1,"3,998","50,09"
1698,54321,Longlaville,1,"5,813","49,54"
1699,92050,Nanterre,1,"2,196","48,897"
1700,54274,Jarville-la-Malgrange,1,"6,198","48,667"
1701,21244,Éguilly,1,"4,502","47,309"
1702,67482,Strasbourg,1,"7,736","48,578"
1703,75116,Paris 16e Arrondissement,1,"2,275","48,858"
1704,29232,Quimper,1,"-4,07","47,977"
1705,70116,Chagey,1,"6,736","47,612"
1706,13215,Marseille 15e Arrondissement,2,"5,364","43,36"
1707,75108,Paris 8e Arrondissement,1,"2,31","48,869"
1708,75120,Paris 20e Arrondissement,1,"2,398","48,875"
1709,59136,Le Cateau-Cambrésis,4,"3,528","50,089"
1710,94071,Sucy-en-Brie,1,"2,511","48,774"
1711,41099,Gy-en-Sologne,2,"1,578","47,34"
1712,94068,Saint-Maur-des-Fossés,1,"2,483","48,793"
1713,30011,Les Angles,2,"4,774","43,941"
1714,64139,Bosdarros,1,"-0,357","43,175"
1715,94068,Saint-Maur-des-Fossés,1,"2,507","48,796"
1716,34338,Villeneuvette,2,"3,41","43,617"
1717,81099,Gaillac,1,"1,915","43,927"
1718,56240,Sarzeau,2,"-2,772","47,523"
1719,92073,Suresnes,1,"2,231","48,875"
1720,63113,Clermont-Ferrand,1,"3,097","45,762"
1721,13211,Marseille 11e Arrondissement,1,"5,448","43,288"
1722,68325,Steinsoultz,1,"7,357","47,571"
1723,72003,Allonnes,2,"0,16","47,97"
1724,77294,Mitry-Mory,1,"2,618","48,961"
1725,63113,Clermont-Ferrand,2,"3,107","45,802"
1726,14098,Thue et Mue,1,"-0,51","49,205"
1727,57256,Gravelotte,2,"6,019","49,124"
1728,95582,Sannois,1,"2,268","48,964"
1729,69388,Lyon 8e Arrondissement,1,"4,871","45,744"
1730,93007,Le Blanc-Mesnil,1,"2,459","48,944"
1731,59580,Steenvoorde,3,"2,546","50,807"
1732,94041,Ivry-sur-Seine,1,"2,394","48,818"
1733,13001,Aix-en-Provence,1,"5,378","43,54"
1734,12215,Saint-Christophe-Vallon,2,"2,417","44,465"
1735,8185,Fumay,2,"4,664","49,987"
1736,31231,Grazac,1,"1,46","43,311"
1737,11076,Castelnaudary,1,"1,947","43,32"
1738,71306,Montceau-les-Mines,1,"4,372","46,674"
1739,27224,Épreville-près-le-Neubourg,1,"0,889","49,139"
1740,30104,Domessargues,1,"4,145","43,97"
1741,83072,Lorgues,1,"6,314","43,506"
1742,5061,Gap,2,"6,065","44,55"
1743,95219,Ermont,2,"2,25","48,994"
1744,54395,Nancy,1,"6,147","48,697"
1745,54528,Toul,1,"5,89","48,67"
1746,73008,Aix-les-Bains,1,"5,896","45,694"
1747,73151,Porte-de-Savoie,2,"6,014","45,467"
1748,93014,Clichy-sous-Bois,1,"2,55","48,909"
1749,27056,Bernay,1,"0,597","49,086"
1750,75116,Paris 16e Arrondissement,1,"2,226","48,855"
1751,10387,Troyes,1,"4,062","48,304"
1752,69290,Saint-Priest,2,"4,964","45,715"
1753,27165,Conches-en-Ouche,2,"0,933","48,953"
1754,93079,Villetaneuse,1,"2,338","48,952"
1755,13202,Marseille 2e Arrondissement,1,"5,372","43,299"
1756,94043,Le Kremlin-Bicêtre,2,"2,357","48,808"
1757,44109,Nantes,1,"-1,588","47,204"
1758,62133,Billy-Montigny,1,"2,911","50,422"
1759,13084,La Roque-d'Anthéron,1,"5,292","43,724"
1760,75117,Paris 17e Arrondissement,1,"2,303","48,886"
1761,13210,Marseille 10e Arrondissement,1,"5,43","43,282"
1762,75101,Paris 1er Arrondissement,1,"2,349","48,861"
1763,45338,Villemandeur,1,"2,715","47,974"
1764,10357,Saint-Parres-aux-Tertres,1,"4,123","48,298"
1765,77383,Rampillon,1,"3,071","48,537"
1766,14119,Cagny,2,"-0,266","49,151"
1767,37261,Tours,1,"0,7","47,412"
1768,76429,Le Mesnil-Esnard,1,"1,141","49,411"
1769,75110,Paris 10e Arrondissement,1,"2,358","48,874"
1770,13054,Marignane,2,"5,226","43,417"
1771,37233,Saint-Pierre-des-Corps,1,"0,724","47,38"
1772,69387,Lyon 7e Arrondissement,1,"4,844","45,737"
1773,93064,Rosny-sous-Bois,1,"2,48","48,883"
1774,53130,Laval,1,"-0,776","48,071"
1775,22278,Saint-Brieuc,4,"-2,731","48,521"
1776,35278,Saint-Grégoire,1,"-1,694","48,134"
1777,22113,Lannion,1,"-3,471","48,762"
1778,6004,Antibes,1,"7,123","43,579"
1779,6029,Cannes,2,"6,962","43,551"
1780,75104,Paris 4e Arrondissement,1,"2,365","48,852"
1781,75117,Paris 17e Arrondissement,1,"2,326","48,885"
1782,75109,Paris 9e Arrondissement,1,"2,347","48,874"
1783,54528,Toul,1,"5,882","48,667"
1784,13001,Aix-en-Provence,4,"5,38","43,532"
1785,56121,Lorient,1,"-3,404","47,771"
1786,78440,Les Mureaux,1,"1,913","48,994"
1787,94041,Ivry-sur-Seine,1,"2,384","48,811"
1788,92036,Gennevilliers,1,"2,282","48,946"
1789,75113,Paris 13e Arrondissement,1,"2,387","48,826"
1790,3280,Terjat,1,"2,632","46,204"
1791,75114,Paris 14e Arrondissement,1,"2,314","48,832"
1792,95277,Gonesse,3,"2,468","48,981"
1793,69387,Lyon 7e Arrondissement,1,"4,847","45,752"
1794,44184,Saint-Nazaire,2,"-2,25","47,266"
1795,94077,Villeneuve-le-Roi,2,"2,434","48,728"
1796,93059,Pierrefitte-sur-Seine,1,"2,358","48,953"
1797,11069,Carcassonne,1,"2,367","43,237"
1798,13210,Marseille 10e Arrondissement,2,"5,409","43,289"
1799,92049,Montrouge,1,"2,323","48,818"
1800,44109,Nantes,1,"-1,534","47,207"
1801,56083,Hennebont,1,"-3,277","47,786"
1802,6088,Nice,1,"7,291","43,708"
1803,6088,Nice,1,"7,242","43,689"
1804,95019,Arnouville,2,"2,427","48,985"
1805,2B148,Lucciana,1,"9,515","42,542"
1806,30315,Saze,2,"4,683","43,947"
1807,75117,Paris 17e Arrondissement,1,"2,28","48,879"
1808,22020,Broons,4,"-2,256","48,324"
1809,69386,Lyon 6e Arrondissement,1,"4,856","45,767"
1810,78291,Guerville,1,"1,76","48,964"
1811,75113,Paris 13e Arrondissement,1,"2,366","48,83"
1812,29171,Plomeur,1,"-4,279","47,844"
1813,60175,Creil,5,"2,477","49,247"
1814,73065,Chambéry,1,"5,932","45,564"
1815,91225,Étiolles,1,"2,512","48,665"
1816,30235,Saint-Bonnet-du-Gard,1,"4,532","43,917"
1817,34172,Montpellier,1,"3,882","43,592"
1818,94069,Saint-Maurice,2,"2,442","48,817"
1819,62193,Calais,2,"1,852","50,944"
1820,58194,Nevers,1,"3,164","46,999"
1821,92032,Fontenay-aux-Roses,1,"2,291","48,795"
1822,95582,Sannois,1,"2,241","48,981"
1823,92064,Saint-Cloud,2,"2,205","48,839"
1824,79301,Saint-Vincent-la-Châtre,2,"-0,049","46,226"
1825,75112,Paris 12e Arrondissement,1,"2,387","48,847"
1826,67482,Strasbourg,2,"7,726","48,585"
1827,69112,Lentilly,4,"4,685","45,836"
1828,34172,Montpellier,2,"3,892","43,605"
1829,48095,Mende,3,"3,504","44,525"
1830,87156,Saint-Just-le-Martel,2,"1,399","45,84"
1831,75111,Paris 11e Arrondissement,1,"2,377","48,866"
1832,92026,Courbevoie,1,"2,256","48,89"
1833,16102,Cognac,1,"-0,332","45,699"
1834,68138,Hirsingue,2,"7,241","47,596"
1835,88415,Saint-Étienne-lès-Remiremont,1,"6,607","48,021"
1836,80318,Flixecourt,2,"2,078","50,017"
1837,85190,Rocheservière,1,"-1,464","46,957"
1838,57227,Forbach,4,"6,905","49,193"
1839,76391,La Londe,2,"0,98","49,308"
1840,85284,Soullans,1,"-1,94","46,82"
1841,2738,Tergnier,1,"3,287","49,65"
1842,74083,Combloux,1,"6,645","45,895"
1843,50550,Saint-Sauveur-Villages,1,"-1,404","49,134"
1844,6088,Nice,1,"7,285","43,719"
1845,94022,Choisy-le-Roi,2,"2,42","48,777"
1846,59350,Lille,1,"3,074","50,629"
1847,91064,Bièvres,3,"2,223","48,753"
1848,29122,Laz,1,"-3,844","48,142"
1849,63415,Sauxillanges,1,"3,372","45,553"
1850,69264,Villefranche-sur-Saône,1,"4,707","45,994"
1851,43025,Beauzac,2,"4,114","45,271"
1852,88101,Cheniménil,2,"6,587","48,126"
1853,93029,Drancy,1,"2,441","48,925"
1854,52050,Biesles,1,"5,288","48,085"
1855,54482,Saint-Max,1,"6,203","48,701"
1856,91657,Vigneux-sur-Seine,1,"2,418","48,706"
1857,68122,Hartmannswiller,1,"7,215","47,872"
1858,91521,Ris-Orangis,1,"2,412","48,659"
1859,91377,Massy,1,"2,245","48,728"
1860,92024,Clichy,1,"2,307","48,902"
1861,91027,Athis-Mons,2,"2,391","48,706"
1862,93005,Aulnay-sous-Bois,1,"2,498","48,957"
1863,75115,Paris 15e Arrondissement,1,"2,32","48,842"
1864,83047,La Crau,1,"6,07","43,13"
1865,75111,Paris 11e Arrondissement,1,"2,383","48,862"
1866,10081,La Chapelle-Saint-Luc,5,"4,031","48,307"
1867,77137,Courtacon,1,"3,292","48,697"
1868,30007,Alès,1,"4,073","44,128"
1869,6069,Grasse,1,"6,896","43,665"
1870,29236,Riec-sur-Bélon,1,"-3,715","47,887"
1871,42150,Montverdun,1,"4,095","45,716"
1872,49007,Angers,1,"-0,541","47,448"
1873,56121,Lorient,2,"-3,36","47,741"
1874,85194,Les Sables-d'Olonne,1,"-1,772","46,537"
1875,60107,Breuil-le-Vert,1,"2,425","49,361"
1876,35264,Saint-Didier,2,"-1,363","48,108"
1877,94038,L'Haÿ-les-Roses,1,"2,328","48,784"
1878,24523,Saussignac,1,"0,324","44,811"
1879,50101,Carneville,1,"-1,447","49,653"
1880,82033,Castelsarrasin,1,"1,109","44,05"
1881,75110,Paris 10e Arrondissement,1,"2,351","48,87"
1882,30189,Nîmes,2,"4,336","43,823"
1883,74281,Thonon-les-Bains,2,"6,508","46,365"
1884,59512,Roubaix,1,"3,166","50,697"
1885,59410,Mons-en-Barœul,2,"3,104","50,642"
1886,14162,Clécy,1,"-0,482","48,915"
1887,87028,Val-d'Oire-et-Gartempe,2,"0,92","46,231"
1888,61412,Saint-Julien-sur-Sarthe,1,"0,374","48,506"
1889,86163,Montamisé,2,"0,393","46,611"
1890,92063,Rueil-Malmaison,1,"2,181","48,879"
1891,54323,Longwy,1,"5,754","49,526"
1892,69013,Arnas,4,"4,726","46,021"
1893,47108,Gaujac,2,"0,133","44,489"
1894,31483,Saint-Gaudens,2,"0,698","43,119"
1895,75119,Paris 19e Arrondissement,1,"2,385","48,899"
1896,30032,Beaucaire,4,"4,636","43,806"
1897,27229,Évreux,2,"1,167","49,01"
1898,22187,Plérin,1,"-2,803","48,553"
1899,91659,Villabé,1,"2,464","48,578"
1900,29103,Landerneau,1,"-4,252","48,449"
1901,66150,Prats-de-Mollo-la-Preste,2,"2,527","42,404"
1902,41046,Chaumont-sur-Tharonne,2,"1,927","47,666"
1903,92002,Antony,1,"2,309","48,735"
1904,91174,Corbeil-Essonnes,1,"2,467","48,605"
1905,50592,Tessy-Bocage,2,"-1,04","48,954"
1906,59094,Bourbourg,1,"2,21","50,949"
1907,59054,Bavinchove,1,"2,439","50,774"
1908,67240,Kirchheim,1,"7,492","48,605"
1909,92009,Bois-Colombes,1,"2,276","48,923"
1910,33439,Saint-Mariens,1,"-0,408","45,119"
1911,49007,Angers,1,"-0,528","47,491"
1912,94046,Maisons-Alfort,1,"2,435","48,79"
1913,28218,Lucé,1,"1,462","48,44"
1914,80021,Amiens,1,"2,307","49,891"
1915,90049,Foussemagne,1,"7,009","47,633"
1916,54159,Dombasle-sur-Meurthe,1,"6,36","48,614"
1917,87085,Limoges,1,"1,278","45,803"
1918,50616,Le Val-Saint-Père,1,"-1,372","48,677"
1919,93048,Montreuil,1,"2,429","48,859"
1920,44213,Loireauxence,1,"-1,032","47,39"
1921,13117,Vitrolles,1,"5,247","43,449"
1922,75101,Paris 1er Arrondissement,1,"2,335","48,863"
1923,47031,Boé,2,"0,64","44,174"
1924,93010,Bondy,1,"2,476","48,904"
1925,75110,Paris 10e Arrondissement,1,"2,362","48,879"
1926,69152,Pierre-Bénite,1,"4,822","45,708"
1927,80021,Amiens,1,"2,29","49,889"
1928,60103,Bresles,2,"2,244","49,418"
1929,77053,Brie-Comte-Robert,2,"2,595","48,693"
1930,29039,Concarneau,2,"-3,937","47,917"
1931,64445,Pau,1,"-0,359","43,297"
1932,35069,Châteaugiron,3,"-1,514","48,049"
1933,75116,Paris 16e Arrondissement,1,"2,295","48,872"
1934,22215,Ploufragan,1,"-2,781","48,479"
1935,35238,Rennes,2,"-1,726","48,107"
1936,49007,Angers,1,"-0,557","47,49"
1937,27351,Incarville,1,"1,16","49,255"
1938,33318,Pessac,1,"-0,64","44,786"
1939,92064,Saint-Cloud,1,"2,21","48,857"
1940,17415,Saintes,2,"-0,608","45,746"
1941,78640,Vélizy-Villacoublay,1,"2,213","48,778"
1942,75113,Paris 13e Arrondissement,1,"2,354","48,818"
1943,94078,Villeneuve-Saint-Georges,1,"2,444","48,757"
1944,75103,Paris 3e Arrondissement,1,"2,364","48,856"
1945,94041,Ivry-sur-Seine,1,"2,394","48,815"
1946,93001,Aubervilliers,1,"2,382","48,917"
1947,3075,Chezelle,1,"3,101","46,201"
1948,79347,Viennay,2,"-0,245","46,686"
1949,75112,Paris 12e Arrondissement,1,"2,371","48,853"
1950,54382,Mont-Saint-Martin,1,"5,802","49,546"
1951,73211,Queige,1,"6,439","45,711"
1952,93051,Noisy-le-Grand,1,"2,533","48,853"
1953,69175,Savigny,1,"4,586","45,791"
1954,29297,Tréméven,1,"-3,528","47,893"
1955,36047,La Châtre-Langlin,3,"1,389","46,432"
1956,92002,Antony,1,"2,297","48,744"
1957,5046,Embrun,1,"6,488","44,563"
1958,69389,Lyon 9e Arrondissement,1,"4,803","45,779"
1959,14299,Genneville,1,"0,264","49,34"
1960,92004,Asnières-sur-Seine,1,"2,289","48,917"
1961,92064,Saint-Cloud,1,"2,204","48,842"
1962,92063,Rueil-Malmaison,1,"2,182","48,881"
1963,92026,Courbevoie,1,"2,269","48,904"
1964,93063,Romainville,1,"2,44","48,883"
1965,75117,Paris 17e Arrondissement,1,"2,322","48,884"
1966,63178,Issoire,1,"3,242","45,542"
1967,80714,Saint-Quentin-la-Motte-Croix-au-Bailly,1,"1,462","50,063"
1968,91477,Palaiseau,1,"2,243","48,714"
1969,60639,Tillé,1,"2,112","49,468"
1970,38351,Saint-Agnin-sur-Bion,1,"5,229","45,538"
1971,43251,Vals-près-le-Puy,2,"3,881","45,035"
1972,25462,Pontarlier,1,"6,349","46,904"
1973,75109,Paris 9e Arrondissement,2,"2,332","48,871"
1974,14371,Livarot-Pays-d'Auge,1,"0,152","48,982"
1975,77487,Vaux-le-Pénil,1,"2,676","48,534"
1976,31069,Blagnac,1,"1,377","43,645"
1977,60057,Beauvais,1,"2,074","49,452"
1978,6069,Grasse,1,"6,901","43,645"
1979,5061,Gap,1,"6,084","44,563"
1980,93027,La Courneuve,1,"2,403","48,935"
1981,77372,Pomponne,1,"2,668","48,883"
1982,29045,Dirinon,2,"-4,262","48,426"
1983,2408,Laon,1,"3,593","49,556"
1984,64129,Billère,1,"-0,383","43,319"
1985,30174,Montaren-et-Saint-Médiers,1,"4,378","44,029"
1986,69189,Sainte-Colombe,1,"4,861","45,518"
1987,15014,Aurillac,1,"2,456","44,937"
1988,17415,Saintes,2,"-0,637","45,742"
1989,92036,Gennevilliers,2,"2,321","48,925"
1990,91312,Igny,2,"2,231","48,734"
1991,75108,Paris 8e Arrondissement,1,"2,323","48,875"
1992,33114,Cavignac,3,"-0,384","45,088"
1993,93066,Saint-Denis,1,"2,358","48,915"
1994,22360,Trégueux,1,"-2,738","48,493"
1995,31555,Toulouse,1,"1,433","43,645"
1996,26085,Châteauneuf-du-Rhône,1,"4,717","44,486"
1997,13203,Marseille 3e Arrondissement,3,"5,373","43,32"
1998,36200,Saint-Marcel,1,"1,525","46,603"
1999,31499,Saint-Lys,1,"1,188","43,512"
2000,57666,Terville,1,"6,122","49,346"
2001,30059,Le Cailar,2,"4,243","43,689"
2002,51627,Villeneuve-Renneville-Chevigny,2,"4,034","48,933"
2003,95212,Épiais-lès-Louvres,2,"2,537","49,026"
2004,62215,Carvin,2,"2,962","50,507"
2005,18175,Ourouer-les-Bourdelins,1,"2,779","46,925"
2006,85003,Aizenay,1,"-1,565","46,725"
2007,54076,Blainville-sur-l'Eau,1,"6,416","48,556"
2008,75103,Paris 3e Arrondissement,1,"2,354","48,866"
2009,54580,Villerupt,1,"5,928","49,47"
2010,59155,Coudekerque-Branche,1,"2,377","51,018"
2011,75110,Paris 10e Arrondissement,1,"2,356","48,876"
2012,92014,Bourg-la-Reine,1,"2,316","48,783"
2013,21502,Pouilly-sur-Saône,1,"5,11","47,025"
2014,33119,Cenon,1,"-0,505","44,852"
2015,40126,Hinx,2,"-0,924","43,699"
2016,54323,Longwy,1,"5,759","49,518"
2017,92007,Bagneux,1,"2,326","48,808"
2018,94041,Ivry-sur-Seine,1,"2,368","48,816"
2019,35238,Rennes,2,"-1,688","48,119"
2020,35191,Les Portes du Coglais,1,"-1,329","48,462"
2021,31555,Toulouse,2,"1,433","43,662"
2022,92075,Vanves,1,"2,29","48,826"
2023,13081,Rognac,2,"5,241","43,489"
2024,27213,Vexin-sur-Epte,1,"1,627","49,146"
2025,35278,Saint-Grégoire,2,"-1,684","48,163"
2026,75114,Paris 14e Arrondissement,1,"2,325","48,822"
2027,67482,Strasbourg,1,"7,753","48,576"
2028,31069,Blagnac,1,"1,365","43,645"
2029,75106,Paris 6e Arrondissement,1,"2,337","48,841"
2030,75115,Paris 15e Arrondissement,1,"2,297","48,836"
2031,34294,Saturargues,2,"4,124","43,708"
2032,49007,Angers,1,"-0,522","47,491"
2033,13117,Vitrolles,1,"5,261","43,428"
2034,13048,Jouques,1,"5,685","43,614"
2035,31044,Balma,2,"1,506","43,596"
2036,13103,Salon-de-Provence,1,"5,079","43,631"
2037,91161,Chilly-Mazarin,1,"2,31","48,716"
2038,72260,Ruaudin,2,"0,23","47,952"
2039,13216,Marseille 16e Arrondissement,4,"5,34","43,359"
2040,29233,Quimperlé,1,"-3,548","47,873"
2041,83144,La Valette-du-Var,1,"5,986","43,134"
2042,33281,Mérignac,2,"-0,698","44,812"
2043,89018,Armeau,3,"3,311","48,051"
2044,17300,La Rochelle,1,"-1,124","46,152"
2045,13209,Marseille 9e Arrondissement,1,"5,402","43,253"
2046,14143,Caumont-sur-Aure,1,"-0,818","49,088"
2047,4112,Manosque,1,"5,824","43,851"
2048,70312,Luze,1,"6,714","47,605"
2049,90015,Botans,1,"6,857","47,589"
2050,6027,Cagnes-sur-Mer,4,"7,13","43,66"
2051,38415,Saint-Marcel-Bel-Accueil,1,"5,221","45,65"
2052,75118,Paris 18e Arrondissement,1,"2,37","48,901"
2053,78043,Bailly,3,"2,093","48,842"
2054,69259,Vénissieux,1,"4,877","45,713"
2055,37226,Sainte-Maure-de-Touraine,1,"0,612","47,102"
2056,69149,Oullins,1,"4,811","45,72"
2057,13071,Les Pennes-Mirabeau,3,"5,291","43,406"
2058,92036,Gennevilliers,1,"2,307","48,931"
2059,6027,Cagnes-sur-Mer,1,"7,165","43,659"
2060,35238,Rennes,1,"-1,645","48,099"
2061,69081,Écully,1,"4,779","45,776"
2062,13028,La Ciotat,1,"5,637","43,19"
2063,27467,Pont-Audemer,1,"0,521","49,35"
2064,19124,Mansac,1,"1,408","45,165"
2065,75105,Paris 5e Arrondissement,1,"2,356","48,85"
2066,69162,Quincié-en-Beaujolais,1,"4,615","46,136"
2067,11262,Narbonne,1,"2,972","43,181"
2068,44026,Carquefou,1,"-1,484","47,278"
2069,58095,Decize,1,"3,465","46,833"
2070,35288,Saint-Malo,1,"-1,986","48,628"
2071,58194,Nevers,1,"3,153","46,992"
2072,35024,Betton,1,"-1,601","48,196"
2073,28134,Dreux,1,"1,386","48,74"
2074,94034,Fresnes,1,"2,316","48,762"
2075,13071,Les Pennes-Mirabeau,1,"5,292","43,406"
2076,18033,Bourges,1,"2,409","47,078"
2077,75115,Paris 15e Arrondissement,1,"2,306","48,83"
2078,13202,Marseille 2e Arrondissement,1,"5,368","43,313"
2079,45191,Le Malesherbois,1,"2,4","48,286"
2080,2722,Soissons,1,"3,33","49,377"
2081,76165,Caudebec-lès-Elbeuf,1,"1,02","49,287"
2082,67028,Benfeld,1,"7,59","48,375"
2083,33487,Saint-Vincent-de-Paul,2,"-0,467","44,939"
2084,54395,Nancy,1,"6,166","48,682"
2085,72181,Le Mans,1,"0,168","47,99"
2086,95018,Argenteuil,1,"2,269","48,961"
2087,93064,Rosny-sous-Bois,1,"2,487","48,871"
2088,29235,Le Relecq-Kerhuon,1,"-4,39","48,405"
2089,67482,Strasbourg,1,"7,768","48,54"
2090,25258,Franois,1,"5,915","47,217"
2091,50129,Cherbourg-en-Cotentin,1,"-1,646","49,614"
2092,75106,Paris 6e Arrondissement,1,"2,332","48,856"
2093,56260,Vannes,1,"-2,768","47,639"
2094,94041,Ivry-sur-Seine,1,"2,392","48,822"
2095,90010,Belfort,1,"6,842","47,634"
2096,71076,Chalon-sur-Saône,2,"4,844","46,807"
2097,62119,Béthune,1,"2,649","50,514"
2098,72181,Le Mans,1,"0,176","48,028"
2099,54575,Villers-la-Montagne,2,"5,853","49,462"
2100,68140,Hirtzfelden,1,"7,448","47,889"
2101,56240,Sarzeau,1,"-2,686","47,509"
2102,13215,Marseille 15e Arrondissement,1,"5,375","43,344"
2103,92051,Neuilly-sur-Seine,1,"2,275","48,882"
2104,75108,Paris 8e Arrondissement,1,"2,297","48,874"
2105,75118,Paris 18e Arrondissement,1,"2,35","48,887"
2106,13213,Marseille 13e Arrondissement,1,"5,452","43,326"
2107,6059,Èze,1,"7,369","43,721"
2108,37214,Saint-Cyr-sur-Loire,1,"0,653","47,401"
2109,93005,Aulnay-sous-Bois,1,"2,486","48,924"
2110,86066,Châtellerault,1,"0,533","46,823"
2111,91223,Étampes,1,"2,178","48,419"
2112,11069,Carcassonne,1,"2,368","43,236"
2113,69034,Caluire-et-Cuire,1,"4,862","45,791"
2114,92009,Bois-Colombes,1,"2,279","48,918"
2115,44109,Nantes,1,"-1,516","47,262"
2116,93064,Rosny-sous-Bois,1,"2,473","48,886"
2117,39325,Mesnay,1,"5,825","46,912"
2118,69091,Givors,1,"4,769","45,597"
2119,75108,Paris 8e Arrondissement,2,"2,326","48,879"
2120,64445,Pau,1,"-0,378","43,315"
2121,67226,Ittenheim,1,"7,596","48,603"
2122,94081,Vitry-sur-Seine,2,"2,403","48,782"
2123,75118,Paris 18e Arrondissement,1,"2,334","48,898"
2124,53267,Vaiges,1,"-0,505","48,059"
2125,44146,Rougé,1,"-1,432","47,778"
2126,72084,Clermont-Créans,1,"-0,032","47,713"
2127,94028,Créteil,1,"2,447","48,794"
2128,83086,Le Muy,1,"6,6","43,468"
